T_e[eV],n_e[m^-3],Sion[m^-3 s^-1]
17.9912,2.88403e+18,1.60154e-14
19.2780,2.88403e+18,1.72374e-14
20.6567,2.88403e+18,1.84703e-14
22.1341,2.88403e+18,1.97094e-14
23.7171,2.88403e+18,2.09498e-14
25.4133,2.88403e+18,2.21849e-14
27.2309,2.88403e+18,2.34071e-14
29.1784,2.88403e+18,2.46090e-14
31.2652,2.88403e+18,2.57837e-14
33.5013,2.88403e+18,2.69243e-14
35.8973,2.88403e+18,2.80243e-14
38.4646,2.88403e+18,2.90777e-14
41.2156,2.88403e+18,3.00792e-14
44.1633,2.88403e+18,3.10242e-14
47.3218,2.88403e+18,3.19086e-14
50.7062,2.88403e+18,3.27295e-14
54.3327,2.88403e+18,3.34853e-14
58.2185,2.88403e+18,3.41750e-14
62.3823,2.88403e+18,3.47984e-14
66.8438,2.88403e+18,3.53558e-14
71.6244,2.88403e+18,3.58485e-14
76.7470,2.88403e+18,3.62783e-14
82.2359,2.88403e+18,3.66473e-14
88.1173,2.88403e+18,3.69582e-14
94.4194,2.88403e+18,3.72142e-14
101.172,2.88403e+18,3.74155e-14
108.408,2.88403e+18,3.75623e-14
116.161,2.88403e+18,3.76554e-14
124.469,2.88403e+18,3.76952e-14
133.371,2.88403e+18,3.76827e-14
142.910,2.88403e+18,3.76194e-14
153.130,2.88403e+18,3.75064e-14
164.082,2.88403e+18,3.73456e-14
175.817,2.88403e+18,3.71385e-14
188.392,2.88403e+18,3.68873e-14
201.865,2.88403e+18,3.65937e-14
216.302,2.88403e+18,3.62601e-14
231.772,2.88403e+18,3.58885e-14
248.348,2.88403e+18,3.54815e-14
266.110,2.88403e+18,3.50411e-14
285.142,2.88403e+18,3.45702e-14
305.535,2.88403e+18,3.40708e-14
327.387,2.88403e+18,3.35456e-14
350.801,2.88403e+18,3.29970e-14
375.890,2.88403e+18,3.24273e-14
402.774,2.88403e+18,3.18389e-14
431.580,2.88403e+18,3.12344e-14
462.446,2.88403e+18,3.06159e-14
495.520,2.88403e+18,2.99855e-14
530.959,2.88403e+18,2.93453e-14
568.933,2.88403e+18,2.86978e-14
609.623,2.88403e+18,2.80446e-14
653.223,2.88403e+18,2.73876e-14
699.941,2.88403e+18,2.67285e-14
750.000,2.88403e+18,2.60694e-14
0.750000,3.01995e+18,1.34090e-22
0.803639,3.01995e+18,4.51991e-22
0.861115,3.01995e+18,1.40272e-21
0.922702,3.01995e+18,4.02943e-21
0.988693,3.01995e+18,1.07704e-20
1.05940,3.01995e+18,2.69309e-20
1.13517,3.01995e+18,6.33280e-20
1.21636,3.01995e+18,1.40791e-19
1.30335,3.01995e+18,2.97507e-19
1.39657,3.01995e+18,6.00686e-19
1.49645,3.01995e+18,1.16403e-18
1.60347,3.01995e+18,2.16984e-18
1.71815,3.01995e+18,3.89866e-18
1.84103,3.01995e+18,6.76520e-18
1.97270,3.01995e+18,1.13603e-17
2.11379,3.01995e+18,1.84973e-17
2.26496,3.01995e+18,2.92611e-17
2.42695,3.01995e+18,4.50615e-17
2.60053,3.01995e+18,6.76879e-17
2.78651,3.01995e+18,9.93740e-17
2.98580,3.01995e+18,1.42838e-16
3.19935,3.01995e+18,2.01219e-16
3.42816,3.01995e+18,2.78076e-16
3.67334,3.01995e+18,3.77333e-16
3.93606,3.01995e+18,5.03223e-16
4.21756,3.01995e+18,6.60196e-16
4.51920,3.01995e+18,8.52846e-16
4.84241,3.01995e+18,1.08582e-15
5.18873,3.01995e+18,1.36376e-15
5.55983,3.01995e+18,1.69129e-15
5.95746,3.01995e+18,2.07279e-15
6.38354,3.01995e+18,2.51184e-15
6.84008,3.01995e+18,3.01125e-15
7.32928,3.01995e+18,3.57301e-15
7.85346,3.01995e+18,4.19824e-15
8.41514,3.01995e+18,4.88728e-15
9.01698,3.01995e+18,5.63960e-15
9.66187,3.01995e+18,6.45400e-15
10.3529,3.01995e+18,7.32856e-15
11.0933,3.01995e+18,8.26113e-15
11.8867,3.01995e+18,9.24885e-15
12.7368,3.01995e+18,1.02873e-14
13.6478,3.01995e+18,1.13712e-14
14.6238,3.01995e+18,1.24950e-14
15.6697,3.01995e+18,1.36528e-14
16.7904,3.01995e+18,1.48384e-14
17.9912,3.01995e+18,1.60459e-14
19.2780,3.01995e+18,1.72698e-14
20.6567,3.01995e+18,1.85044e-14
22.1341,3.01995e+18,1.97454e-14
23.7171,3.01995e+18,2.09879e-14
25.4133,3.01995e+18,2.22251e-14
27.2309,3.01995e+18,2.34495e-14
29.1784,3.01995e+18,2.46539e-14
31.2652,3.01995e+18,2.58308e-14
33.5013,3.01995e+18,2.69735e-14
35.8973,3.01995e+18,2.80756e-14
38.4646,3.01995e+18,2.91310e-14
41.2156,3.01995e+18,3.01342e-14
44.1633,3.01995e+18,3.10804e-14
47.3218,3.01995e+18,3.19657e-14
50.7062,3.01995e+18,3.27871e-14
54.3327,3.01995e+18,3.35433e-14
58.2185,3.01995e+18,3.42330e-14
62.3823,3.01995e+18,3.48560e-14
66.8438,3.01995e+18,3.54130e-14
71.6244,3.01995e+18,3.59050e-14
76.7470,3.01995e+18,3.63339e-14
82.2359,3.01995e+18,3.67023e-14
88.1173,3.01995e+18,3.70128e-14
94.4194,3.01995e+18,3.72685e-14
101.172,3.01995e+18,3.74694e-14
108.408,3.01995e+18,3.76160e-14
116.161,3.01995e+18,3.77090e-14
124.469,3.01995e+18,3.77488e-14
133.371,3.01995e+18,3.77367e-14
142.910,3.01995e+18,3.76735e-14
153.130,3.01995e+18,3.75607e-14
164.082,3.01995e+18,3.74001e-14
175.817,3.01995e+18,3.71935e-14
188.392,3.01995e+18,3.69423e-14
201.865,3.01995e+18,3.66491e-14
216.302,3.01995e+18,3.63156e-14
231.772,3.01995e+18,3.59441e-14
248.348,3.01995e+18,3.55371e-14
266.110,3.01995e+18,3.50967e-14
285.142,3.01995e+18,3.46256e-14
305.535,3.01995e+18,3.41259e-14
327.387,3.01995e+18,3.36004e-14
350.801,3.01995e+18,3.30513e-14
375.890,3.01995e+18,3.24808e-14
402.774,3.01995e+18,3.18918e-14
431.580,3.01995e+18,3.12862e-14
462.446,3.01995e+18,3.06664e-14
495.520,3.01995e+18,3.00347e-14
530.959,3.01995e+18,2.93932e-14
568.933,3.01995e+18,2.87438e-14
609.623,3.01995e+18,2.80888e-14
653.223,3.01995e+18,2.74299e-14
699.941,3.01995e+18,2.67687e-14
750.000,3.01995e+18,2.61072e-14
0.750000,3.16228e+18,1.36038e-22
0.803639,3.16228e+18,4.58283e-22
0.861115,3.16228e+18,1.42143e-21
0.922702,3.16228e+18,4.08080e-21
0.988693,3.16228e+18,1.09016e-20
1.05940,3.16228e+18,2.72437e-20
1.13517,3.16228e+18,6.40276e-20
1.21636,3.16228e+18,1.42266e-19
1.30335,3.16228e+18,3.00449e-19
1.39657,3.16228e+18,6.06271e-19
1.49645,3.16228e+18,1.17414e-18
1.60347,3.16228e+18,2.18736e-18
1.71815,3.16228e+18,3.92783e-18
1.84103,3.16228e+18,6.81191e-18
1.97270,3.16228e+18,1.14326e-17
2.11379,3.16228e+18,1.86056e-17
2.26496,3.16228e+18,2.94195e-17
2.42695,3.16228e+18,4.52883e-17
2.60053,3.16228e+18,6.80086e-17
2.78651,3.16228e+18,9.98242e-17
2.98580,3.16228e+18,1.43468e-16
3.19935,3.16228e+18,2.02099e-16
3.42816,3.16228e+18,2.79299e-16
3.67334,3.16228e+18,3.79022e-16
3.93606,3.16228e+18,5.05528e-16
4.21756,3.16228e+18,6.63296e-16
4.51920,3.16228e+18,8.56949e-16
4.84241,3.16228e+18,1.09114e-15
5.18873,3.16228e+18,1.37051e-15
5.55983,3.16228e+18,1.69964e-15
5.95746,3.16228e+18,2.08288e-15
6.38354,3.16228e+18,2.52374e-15
6.84008,3.16228e+18,3.02498e-15
7.32928,3.16228e+18,3.58849e-15
7.85346,3.16228e+18,4.21543e-15
8.41514,3.16228e+18,4.90598e-15
9.01698,3.16228e+18,5.65964e-15
9.66187,3.16228e+18,6.47516e-15
10.3529,3.16228e+18,7.35079e-15
11.0933,3.16228e+18,8.28426e-15
11.8867,3.16228e+18,9.27287e-15
12.7368,3.16228e+18,1.03123e-14
13.6478,3.16228e+18,1.13973e-14
14.6238,3.16228e+18,1.25222e-14
15.6697,3.16228e+18,1.36812e-14
16.7904,3.16228e+18,1.48682e-14
17.9912,3.16228e+18,1.60772e-14
19.2780,3.16228e+18,1.73027e-14
20.6567,3.16228e+18,1.85392e-14
22.1341,3.16228e+18,1.97821e-14
23.7171,3.16228e+18,2.10268e-14
25.4133,3.16228e+18,2.22662e-14
27.2309,3.16228e+18,2.34929e-14
29.1784,3.16228e+18,2.46996e-14
31.2652,3.16228e+18,2.58788e-14
33.5013,3.16228e+18,2.70238e-14
35.8973,3.16228e+18,2.81281e-14
38.4646,3.16228e+18,2.91853e-14
41.2156,3.16228e+18,3.01903e-14
44.1633,3.16228e+18,3.11380e-14
47.3218,3.16228e+18,3.20242e-14
50.7062,3.16228e+18,3.28463e-14
54.3327,3.16228e+18,3.36026e-14
58.2185,3.16228e+18,3.42923e-14
62.3823,3.16228e+18,3.49150e-14
66.8438,3.16228e+18,3.54715e-14
71.6244,3.16228e+18,3.59630e-14
76.7470,3.16228e+18,3.63914e-14
82.2359,3.16228e+18,3.67592e-14
88.1173,3.16228e+18,3.70691e-14
94.4194,3.16228e+18,3.73239e-14
101.172,3.16228e+18,3.75245e-14
108.408,3.16228e+18,3.76712e-14
116.161,3.16228e+18,3.77639e-14
124.469,3.16228e+18,3.78036e-14
133.371,3.16228e+18,3.77916e-14
142.910,3.16228e+18,3.77285e-14
153.130,3.16228e+18,3.76162e-14
164.082,3.16228e+18,3.74556e-14
175.817,3.16228e+18,3.72490e-14
188.392,3.16228e+18,3.69982e-14
201.865,3.16228e+18,3.67050e-14
216.302,3.16228e+18,3.63717e-14
231.772,3.16228e+18,3.60003e-14
248.348,3.16228e+18,3.55933e-14
266.110,3.16228e+18,3.51529e-14
285.142,3.16228e+18,3.46815e-14
305.535,3.16228e+18,3.41817e-14
327.387,3.16228e+18,3.36557e-14
350.801,3.16228e+18,3.31060e-14
375.890,3.16228e+18,3.25351e-14
402.774,3.16228e+18,3.19450e-14
431.580,3.16228e+18,3.13384e-14
462.446,3.16228e+18,3.07176e-14
495.520,3.16228e+18,3.00846e-14
530.959,3.16228e+18,2.94416e-14
568.933,3.16228e+18,2.87907e-14
609.623,3.16228e+18,2.81338e-14
653.223,3.16228e+18,2.74729e-14
699.941,3.16228e+18,2.68098e-14
750.000,3.16228e+18,2.61462e-14
0.750000,3.31131e+18,1.38035e-22
0.803639,3.31131e+18,4.64728e-22
0.861115,3.31131e+18,1.44058e-21
0.922702,3.31131e+18,4.13342e-21
0.988693,3.31131e+18,1.10359e-20
1.05940,3.31131e+18,2.75636e-20
1.13517,3.31131e+18,6.47430e-20
1.21636,3.31131e+18,1.43774e-19
1.30335,3.31131e+18,3.03454e-19
1.39657,3.31131e+18,6.11975e-19
1.49645,3.31131e+18,1.18446e-18
1.60347,3.31131e+18,2.20527e-18
1.71815,3.31131e+18,3.95762e-18
1.84103,3.31131e+18,6.85961e-18
1.97270,3.31131e+18,1.15064e-17
2.11379,3.31131e+18,1.87164e-17
2.26496,3.31131e+18,2.95814e-17
2.42695,3.31131e+18,4.55204e-17
2.60053,3.31131e+18,6.83365e-17
2.78651,3.31131e+18,1.00284e-16
2.98580,3.31131e+18,1.44111e-16
3.19935,3.31131e+18,2.02998e-16
3.42816,3.31131e+18,2.80548e-16
3.67334,3.31131e+18,3.80741e-16
3.93606,3.31131e+18,5.07869e-16
4.21756,3.31131e+18,6.66449e-16
4.51920,3.31131e+18,8.61114e-16
4.84241,3.31131e+18,1.09653e-15
5.18873,3.31131e+18,1.37734e-15
5.55983,3.31131e+18,1.70811e-15
5.95746,3.31131e+18,2.09309e-15
6.38354,3.31131e+18,2.53580e-15
6.84008,3.31131e+18,3.03887e-15
7.32928,3.31131e+18,3.60420e-15
7.85346,3.31131e+18,4.23283e-15
8.41514,3.31131e+18,4.92495e-15
9.01698,3.31131e+18,5.67999e-15
9.66187,3.31131e+18,6.49669e-15
10.3529,3.31131e+18,7.37334e-15
11.0933,3.31131e+18,8.30783e-15
11.8867,3.31131e+18,9.29734e-15
12.7368,3.31131e+18,1.03378e-14
13.6478,3.31131e+18,1.14238e-14
14.6238,3.31131e+18,1.25499e-14
15.6697,3.31131e+18,1.37101e-14
16.7904,3.31131e+18,1.48986e-14
17.9912,3.31131e+18,1.61091e-14
19.2780,3.31131e+18,1.73363e-14
20.6567,3.31131e+18,1.85747e-14
22.1341,3.31131e+18,1.98196e-14
23.7171,3.31131e+18,2.10665e-14
25.4133,3.31131e+18,2.23081e-14
27.2309,3.31131e+18,2.35373e-14
29.1784,3.31131e+18,2.47462e-14
31.2652,3.31131e+18,2.59279e-14
33.5013,3.31131e+18,2.70753e-14
35.8973,3.31131e+18,2.81816e-14
38.4646,3.31131e+18,2.92410e-14
41.2156,3.31131e+18,3.02476e-14
44.1633,3.31131e+18,3.11966e-14
47.3218,3.31131e+18,3.20840e-14
50.7062,3.31131e+18,3.29069e-14
54.3327,3.31131e+18,3.36635e-14
58.2185,3.31131e+18,3.43531e-14
62.3823,3.31131e+18,3.49756e-14
66.8438,3.31131e+18,3.55316e-14
71.6244,3.31131e+18,3.60225e-14
76.7470,3.31131e+18,3.64503e-14
82.2359,3.31131e+18,3.68171e-14
88.1173,3.31131e+18,3.71265e-14
94.4194,3.31131e+18,3.73812e-14
101.172,3.31131e+18,3.75815e-14
108.408,3.31131e+18,3.77275e-14
116.161,3.31131e+18,3.78201e-14
124.469,3.31131e+18,3.78597e-14
133.371,3.31131e+18,3.78477e-14
142.910,3.31131e+18,3.77846e-14
153.130,3.31131e+18,3.76725e-14
164.082,3.31131e+18,3.75121e-14
175.817,3.31131e+18,3.73056e-14
188.392,3.31131e+18,3.70548e-14
201.865,3.31131e+18,3.67618e-14
216.302,3.31131e+18,3.64284e-14
231.772,3.31131e+18,3.60572e-14
248.348,3.31131e+18,3.56501e-14
266.110,3.31131e+18,3.52095e-14
285.142,3.31131e+18,3.47381e-14
305.535,3.31131e+18,3.42379e-14
327.387,3.31131e+18,3.37113e-14
350.801,3.31131e+18,3.31611e-14
375.890,3.31131e+18,3.25893e-14
402.774,3.31131e+18,3.19986e-14
431.580,3.31131e+18,3.13911e-14
462.446,3.31131e+18,3.07689e-14
495.520,3.31131e+18,3.01346e-14
530.959,3.31131e+18,2.94903e-14
568.933,3.31131e+18,2.88378e-14
609.623,3.31131e+18,2.81794e-14
653.223,3.31131e+18,2.75165e-14
699.941,3.31131e+18,2.68515e-14
750.000,3.31131e+18,2.61856e-14
0.750000,3.46738e+18,1.40082e-22
0.803639,3.46738e+18,4.71341e-22
0.861115,3.46738e+18,1.46021e-21
0.922702,3.46738e+18,4.18732e-21
0.988693,3.46738e+18,1.11734e-20
1.05940,3.46738e+18,2.78911e-20
1.13517,3.46738e+18,6.54747e-20
1.21636,3.46738e+18,1.45315e-19
1.30335,3.46738e+18,3.06530e-19
1.39657,3.46738e+18,6.17811e-19
1.49645,3.46738e+18,1.19503e-18
1.60347,3.46738e+18,2.22359e-18
1.71815,3.46738e+18,3.98810e-18
1.84103,3.46738e+18,6.90840e-18
1.97270,3.46738e+18,1.15819e-17
2.11379,3.46738e+18,1.88297e-17
2.26496,3.46738e+18,2.97471e-17
2.42695,3.46738e+18,4.57578e-17
2.60053,3.46738e+18,6.86720e-17
2.78651,3.46738e+18,1.00754e-16
2.98580,3.46738e+18,1.44769e-16
3.19935,3.46738e+18,2.03918e-16
3.42816,3.46738e+18,2.81823e-16
3.67334,3.46738e+18,3.82498e-16
3.93606,3.46738e+18,5.10263e-16
4.21756,3.46738e+18,6.69655e-16
4.51920,3.46738e+18,8.65345e-16
4.84241,3.46738e+18,1.10201e-15
5.18873,3.46738e+18,1.38429e-15
5.55983,3.46738e+18,1.71670e-15
5.95746,3.46738e+18,2.10348e-15
6.38354,3.46738e+18,2.54802e-15
6.84008,3.46738e+18,3.05298e-15
7.32928,3.46738e+18,3.62015e-15
7.85346,3.46738e+18,4.25053e-15
8.41514,3.46738e+18,4.94421e-15
9.01698,3.46738e+18,5.70068e-15
9.66187,3.46738e+18,6.51863e-15
10.3529,3.46738e+18,7.39636e-15
11.0933,3.46738e+18,8.33180e-15
11.8867,3.46738e+18,9.32238e-15
12.7368,3.46738e+18,1.03637e-14
13.6478,3.46738e+18,1.14509e-14
14.6238,3.46738e+18,1.25782e-14
15.6697,3.46738e+18,1.37397e-14
16.7904,3.46738e+18,1.49296e-14
17.9912,3.46738e+18,1.61418e-14
19.2780,3.46738e+18,1.73707e-14
20.6567,3.46738e+18,1.86109e-14
22.1341,3.46738e+18,1.98580e-14
23.7171,3.46738e+18,2.11070e-14
25.4133,3.46738e+18,2.23511e-14
27.2309,3.46738e+18,2.35826e-14
29.1784,3.46738e+18,2.47939e-14
31.2652,3.46738e+18,2.59780e-14
33.5013,3.46738e+18,2.71277e-14
35.8973,3.46738e+18,2.82364e-14
38.4646,3.46738e+18,2.92976e-14
41.2156,3.46738e+18,3.03061e-14
44.1633,3.46738e+18,3.12567e-14
47.3218,3.46738e+18,3.21449e-14
50.7062,3.46738e+18,3.29685e-14
54.3327,3.46738e+18,3.37256e-14
58.2185,3.46738e+18,3.44152e-14
62.3823,3.46738e+18,3.50374e-14
66.8438,3.46738e+18,3.55930e-14
71.6244,3.46738e+18,3.60834e-14
76.7470,3.46738e+18,3.65105e-14
82.2359,3.46738e+18,3.68766e-14
88.1173,3.46738e+18,3.71852e-14
94.4194,3.46738e+18,3.74393e-14
101.172,3.46738e+18,3.76393e-14
108.408,3.46738e+18,3.77851e-14
116.161,3.46738e+18,3.78774e-14
124.469,3.46738e+18,3.79170e-14
133.371,3.46738e+18,3.79048e-14
142.910,3.46738e+18,3.78418e-14
153.130,3.46738e+18,3.77294e-14
164.082,3.46738e+18,3.75693e-14
175.817,3.46738e+18,3.73629e-14
188.392,3.46738e+18,3.71121e-14
201.865,3.46738e+18,3.68192e-14
216.302,3.46738e+18,3.64859e-14
231.772,3.46738e+18,3.61145e-14
248.348,3.46738e+18,3.57074e-14
266.110,3.46738e+18,3.52666e-14
285.142,3.46738e+18,3.47948e-14
305.535,3.46738e+18,3.42944e-14
327.387,3.46738e+18,3.37675e-14
350.801,3.46738e+18,3.32166e-14
375.890,3.46738e+18,3.26442e-14
402.774,3.46738e+18,3.20526e-14
431.580,3.46738e+18,3.14440e-14
462.446,3.46738e+18,3.08211e-14
495.520,3.46738e+18,3.01856e-14
530.959,3.46738e+18,2.95399e-14
568.933,3.46738e+18,2.88860e-14
609.623,3.46738e+18,2.82257e-14
653.223,3.46738e+18,2.75612e-14
699.941,3.46738e+18,2.68942e-14
750.000,3.46738e+18,2.62265e-14
0.750000,3.63078e+18,1.42181e-22
0.803639,3.63078e+18,4.78110e-22
0.861115,3.63078e+18,1.48031e-21
0.922702,3.63078e+18,4.24250e-21
0.988693,3.63078e+18,1.13141e-20
1.05940,3.63078e+18,2.82264e-20
1.13517,3.63078e+18,6.62235e-20
1.21636,3.63078e+18,1.46892e-19
1.30335,3.63078e+18,3.09675e-19
1.39657,3.63078e+18,6.23774e-19
1.49645,3.63078e+18,1.20583e-18
1.60347,3.63078e+18,2.24232e-18
1.71815,3.63078e+18,4.01925e-18
1.84103,3.63078e+18,6.95836e-18
1.97270,3.63078e+18,1.16592e-17
2.11379,3.63078e+18,1.89457e-17
2.26496,3.63078e+18,2.99169e-17
2.42695,3.63078e+18,4.60011e-17
2.60053,3.63078e+18,6.90161e-17
2.78651,3.63078e+18,1.01236e-16
2.98580,3.63078e+18,1.45444e-16
3.19935,3.63078e+18,2.04857e-16
3.42816,3.63078e+18,2.83124e-16
3.67334,3.63078e+18,3.84286e-16
3.93606,3.63078e+18,5.12694e-16
4.21756,3.63078e+18,6.72919e-16
4.51920,3.63078e+18,8.69644e-16
4.84241,3.63078e+18,1.10757e-15
5.18873,3.63078e+18,1.39134e-15
5.55983,3.63078e+18,1.72541e-15
5.95746,3.63078e+18,2.11399e-15
6.38354,3.63078e+18,2.56043e-15
6.84008,3.63078e+18,3.06727e-15
7.32928,3.63078e+18,3.63633e-15
7.85346,3.63078e+18,4.26841e-15
8.41514,3.63078e+18,4.96375e-15
9.01698,3.63078e+18,5.72164e-15
9.66187,3.63078e+18,6.54082e-15
10.3529,3.63078e+18,7.41970e-15
11.0933,3.63078e+18,8.35615e-15
11.8867,3.63078e+18,9.34781e-15
12.7368,3.63078e+18,1.03902e-14
13.6478,3.63078e+18,1.14785e-14
14.6238,3.63078e+18,1.26070e-14
15.6697,3.63078e+18,1.37699e-14
16.7904,3.63078e+18,1.49612e-14
17.9912,3.63078e+18,1.61751e-14
19.2780,3.63078e+18,1.74058e-14
20.6567,3.63078e+18,1.86480e-14
22.1341,3.63078e+18,1.98971e-14
23.7171,3.63078e+18,2.11484e-14
25.4133,3.63078e+18,2.23946e-14
27.2309,3.63078e+18,2.36286e-14
29.1784,3.63078e+18,2.48424e-14
31.2652,3.63078e+18,2.60290e-14
33.5013,3.63078e+18,2.71810e-14
35.8973,3.63078e+18,2.82920e-14
38.4646,3.63078e+18,2.93555e-14
41.2156,3.63078e+18,3.03658e-14
44.1633,3.63078e+18,3.13178e-14
47.3218,3.63078e+18,3.22072e-14
50.7062,3.63078e+18,3.30316e-14
54.3327,3.63078e+18,3.37890e-14
58.2185,3.63078e+18,3.44785e-14
62.3823,3.63078e+18,3.51006e-14
66.8438,3.63078e+18,3.56559e-14
71.6244,3.63078e+18,3.61456e-14
76.7470,3.63078e+18,3.65720e-14
82.2359,3.63078e+18,3.69376e-14
88.1173,3.63078e+18,3.72457e-14
94.4194,3.63078e+18,3.74990e-14
101.172,3.63078e+18,3.76986e-14
108.408,3.63078e+18,3.78441e-14
116.161,3.63078e+18,3.79362e-14
124.469,3.63078e+18,3.79757e-14
133.371,3.63078e+18,3.79633e-14
142.910,3.63078e+18,3.79003e-14
153.130,3.63078e+18,3.77879e-14
164.082,3.63078e+18,3.76277e-14
175.817,3.63078e+18,3.74212e-14
188.392,3.63078e+18,3.71707e-14
201.865,3.63078e+18,3.68776e-14
216.302,3.63078e+18,3.65442e-14
231.772,3.63078e+18,3.61728e-14
248.348,3.63078e+18,3.57654e-14
266.110,3.63078e+18,3.53246e-14
285.142,3.63078e+18,3.48524e-14
305.535,3.63078e+18,3.43514e-14
327.387,3.63078e+18,3.38240e-14
350.801,3.63078e+18,3.32727e-14
375.890,3.63078e+18,3.26996e-14
402.774,3.63078e+18,3.21072e-14
431.580,3.63078e+18,3.14978e-14
462.446,3.63078e+18,3.08736e-14
495.520,3.63078e+18,3.02370e-14
530.959,3.63078e+18,2.95899e-14
568.933,3.63078e+18,2.89344e-14
609.623,3.63078e+18,2.82727e-14
653.223,3.63078e+18,2.76066e-14
699.941,3.63078e+18,2.69378e-14
750.000,3.63078e+18,2.62680e-14
0.750000,3.80189e+18,1.44335e-22
0.803639,3.80189e+18,4.85056e-22
0.861115,3.80189e+18,1.50092e-21
0.922702,3.80189e+18,4.29902e-21
0.988693,3.80189e+18,1.14582e-20
1.05940,3.80189e+18,2.85692e-20
1.13517,3.80189e+18,6.69896e-20
1.21636,3.80189e+18,1.48504e-19
1.30335,3.80189e+18,3.12890e-19
1.39657,3.80189e+18,6.29871e-19
1.49645,3.80189e+18,1.21687e-18
1.60347,3.80189e+18,2.26146e-18
1.71815,3.80189e+18,4.05112e-18
1.84103,3.80189e+18,7.00943e-18
1.97270,3.80189e+18,1.17382e-17
2.11379,3.80189e+18,1.90645e-17
2.26496,3.80189e+18,3.00907e-17
2.42695,3.80189e+18,4.62504e-17
2.60053,3.80189e+18,6.93682e-17
2.78651,3.80189e+18,1.01730e-16
2.98580,3.80189e+18,1.46133e-16
3.19935,3.80189e+18,2.05816e-16
3.42816,3.80189e+18,2.84453e-16
3.67334,3.80189e+18,3.86111e-16
3.93606,3.80189e+18,5.15172e-16
4.21756,3.80189e+18,6.76236e-16
4.51920,3.80189e+18,8.74007e-16
4.84241,3.80189e+18,1.11321e-15
5.18873,3.80189e+18,1.39847e-15
5.55983,3.80189e+18,1.73425e-15
5.95746,3.80189e+18,2.12464e-15
6.38354,3.80189e+18,2.57298e-15
6.84008,3.80189e+18,3.08174e-15
7.32928,3.80189e+18,3.65266e-15
7.85346,3.80189e+18,4.28657e-15
8.41514,3.80189e+18,4.98356e-15
9.01698,3.80189e+18,5.74296e-15
9.66187,3.80189e+18,6.56344e-15
10.3529,3.80189e+18,7.44343e-15
11.0933,3.80189e+18,8.38098e-15
11.8867,3.80189e+18,9.37370e-15
12.7368,3.80189e+18,1.04173e-14
13.6478,3.80189e+18,1.15067e-14
14.6238,3.80189e+18,1.26365e-14
15.6697,3.80189e+18,1.38008e-14
16.7904,3.80189e+18,1.49937e-14
17.9912,3.80189e+18,1.62091e-14
19.2780,3.80189e+18,1.74417e-14
20.6567,3.80189e+18,1.86859e-14
22.1341,3.80189e+18,1.99371e-14
23.7171,3.80189e+18,2.11906e-14
25.4133,3.80189e+18,2.24394e-14
27.2309,3.80189e+18,2.36757e-14
29.1784,3.80189e+18,2.48921e-14
31.2652,3.80189e+18,2.60812e-14
33.5013,3.80189e+18,2.72356e-14
35.8973,3.80189e+18,2.83488e-14
38.4646,3.80189e+18,2.94145e-14
41.2156,3.80189e+18,3.04266e-14
44.1633,3.80189e+18,3.13804e-14
47.3218,3.80189e+18,3.22709e-14
50.7062,3.80189e+18,3.30958e-14
54.3327,3.80189e+18,3.38538e-14
58.2185,3.80189e+18,3.45435e-14
62.3823,3.80189e+18,3.51655e-14
66.8438,3.80189e+18,3.57203e-14
71.6244,3.80189e+18,3.62096e-14
76.7470,3.80189e+18,3.66351e-14
82.2359,3.80189e+18,3.70001e-14
88.1173,3.80189e+18,3.73074e-14
94.4194,3.80189e+18,3.75604e-14
101.172,3.80189e+18,3.77594e-14
108.408,3.80189e+18,3.79045e-14
116.161,3.80189e+18,3.79963e-14
124.469,3.80189e+18,3.80355e-14
133.371,3.80189e+18,3.80229e-14
142.910,3.80189e+18,3.79598e-14
153.130,3.80189e+18,3.78473e-14
164.082,3.80189e+18,3.76869e-14
175.817,3.80189e+18,3.74805e-14
188.392,3.80189e+18,3.72297e-14
201.865,3.80189e+18,3.69366e-14
216.302,3.80189e+18,3.66031e-14
231.772,3.80189e+18,3.62315e-14
248.348,3.80189e+18,3.58239e-14
266.110,3.80189e+18,3.53829e-14
285.142,3.80189e+18,3.49103e-14
305.535,3.80189e+18,3.44090e-14
327.387,3.80189e+18,3.38811e-14
350.801,3.80189e+18,3.33291e-14
375.890,3.80189e+18,3.27552e-14
402.774,3.80189e+18,3.21621e-14
431.580,3.80189e+18,3.15517e-14
462.446,3.80189e+18,3.09265e-14
495.520,3.80189e+18,3.02887e-14
530.959,3.80189e+18,2.96405e-14
568.933,3.80189e+18,2.89836e-14
609.623,3.80189e+18,2.83205e-14
653.223,3.80189e+18,2.76527e-14
699.941,3.80189e+18,2.69824e-14
750.000,3.80189e+18,2.63107e-14
0.750000,3.98108e+18,1.46542e-22
0.803639,3.98108e+18,4.92174e-22
0.861115,3.98108e+18,1.52202e-21
0.922702,3.98108e+18,4.35690e-21
0.988693,3.98108e+18,1.16057e-20
1.05940,3.98108e+18,2.89201e-20
1.13517,3.98108e+18,6.77733e-20
1.21636,3.98108e+18,1.50154e-19
1.30335,3.98108e+18,3.16180e-19
1.39657,3.98108e+18,6.36108e-19
1.49645,3.98108e+18,1.22817e-18
1.60347,3.98108e+18,2.28104e-18
1.71815,3.98108e+18,4.08372e-18
1.84103,3.98108e+18,7.06166e-18
