T_e[eV],n_e[m^-3],Sion[m^-3 s^-1]
76.7470,1.31826e+18,3.55127e-14
82.2359,1.31826e+18,3.58896e-14
88.1173,1.31826e+18,3.62060e-14
94.4194,1.31826e+18,3.64632e-14
101.172,1.31826e+18,3.66628e-14
108.408,1.31826e+18,3.68044e-14
116.161,1.31826e+18,3.68893e-14
124.469,1.31826e+18,3.69186e-14
133.371,1.31826e+18,3.68942e-14
142.910,1.31826e+18,3.68173e-14
153.130,1.31826e+18,3.66900e-14
164.082,1.31826e+18,3.65144e-14
175.817,1.31826e+18,3.62927e-14
188.392,1.31826e+18,3.60275e-14
201.865,1.31826e+18,3.57209e-14
216.302,1.31826e+18,3.53761e-14
231.772,1.31826e+18,3.49954e-14
248.348,1.31826e+18,3.45816e-14
266.110,1.31826e+18,3.41376e-14
285.142,1.31826e+18,3.36659e-14
305.535,1.31826e+18,3.31693e-14
327.387,1.31826e+18,3.26507e-14
350.801,1.31826e+18,3.21126e-14
375.890,1.31826e+18,3.15577e-14
402.774,1.31826e+18,3.09882e-14
431.580,1.31826e+18,3.04072e-14
462.446,1.31826e+18,2.98164e-14
495.520,1.31826e+18,2.92185e-14
530.959,1.31826e+18,2.86153e-14
568.933,1.31826e+18,2.80091e-14
609.623,1.31826e+18,2.74017e-14
653.223,1.31826e+18,2.67949e-14
699.941,1.31826e+18,2.61904e-14
750.000,1.31826e+18,2.55896e-14
0.750000,1.38038e+18,1.07336e-22
0.803639,1.38038e+18,3.65241e-22
0.861115,1.38038e+18,1.14402e-21
0.922702,1.38038e+18,3.31620e-21
0.988693,1.38038e+18,8.94380e-21
1.05940,1.38038e+18,2.25633e-20
1.13517,1.38038e+18,5.35326e-20
1.21636,1.38038e+18,1.20086e-19
1.30335,1.38038e+18,2.56065e-19
1.39657,1.38038e+18,5.21815e-19
1.49645,1.38038e+18,1.02073e-18
1.60347,1.38038e+18,1.92073e-18
1.71815,1.38038e+18,3.48310e-18
1.84103,1.38038e+18,6.09815e-18
1.97270,1.38038e+18,1.03264e-17
2.11379,1.38038e+18,1.69437e-17
2.26496,1.38038e+18,2.69872e-17
2.42695,1.38038e+18,4.18008e-17
2.60053,1.38038e+18,6.30786e-17
2.78651,1.38038e+18,9.29024e-17
2.98580,1.38038e+18,1.33766e-16
3.19935,1.38038e+18,1.88532e-16
3.42816,1.38038e+18,2.60415e-16
3.67334,1.38038e+18,3.52945e-16
3.93606,1.38038e+18,4.69922e-16
4.21756,1.38038e+18,6.15375e-16
4.51920,1.38038e+18,7.93553e-16
4.84241,1.38038e+18,1.00889e-15
5.18873,1.38038e+18,1.26610e-15
5.55983,1.38038e+18,1.57024e-15
5.95746,1.38038e+18,1.92652e-15
6.38354,1.38038e+18,2.33929e-15
6.84008,1.38038e+18,2.81214e-15
7.32928,1.38038e+18,3.34799e-15
7.85346,1.38038e+18,3.94882e-15
8.41514,1.38038e+18,4.61569e-15
9.01698,1.38038e+18,5.34849e-15
9.66187,1.38038e+18,6.14615e-15
10.3529,1.38038e+18,7.00637e-15
11.0933,1.38038e+18,7.92594e-15
11.8867,1.38038e+18,8.90057e-15
12.7368,1.38038e+18,9.92536e-15
13.6478,1.38038e+18,1.09947e-14
14.6238,1.38038e+18,1.21024e-14
15.6697,1.38038e+18,1.32422e-14
16.7904,1.38038e+18,1.44079e-14
17.9912,1.38038e+18,1.55932e-14
19.2780,1.38038e+18,1.67924e-14
20.6567,1.38038e+18,1.80005e-14
22.1341,1.38038e+18,1.92130e-14
23.7171,1.38038e+18,2.04255e-14
25.4133,1.38038e+18,2.16316e-14
27.2309,1.38038e+18,2.28243e-14
29.1784,1.38038e+18,2.39966e-14
31.2652,1.38038e+18,2.51420e-14
33.5013,1.38038e+18,2.62546e-14
35.8973,1.38038e+18,2.73285e-14
38.4646,1.38038e+18,2.83588e-14
41.2156,1.38038e+18,2.93408e-14
44.1633,1.38038e+18,3.02710e-14
47.3218,1.38038e+18,3.11459e-14
50.7062,1.38038e+18,3.19626e-14
54.3327,1.38038e+18,3.27186e-14
58.2185,1.38038e+18,3.34122e-14
62.3823,1.38038e+18,3.40423e-14
66.8438,1.38038e+18,3.46083e-14
71.6244,1.38038e+18,3.51102e-14
76.7470,1.38038e+18,3.55491e-14
82.2359,1.38038e+18,3.59257e-14
88.1173,1.38038e+18,3.62423e-14
94.4194,1.38038e+18,3.65000e-14
101.172,1.38038e+18,3.66998e-14
108.408,1.38038e+18,3.68422e-14
116.161,1.38038e+18,3.69282e-14
124.469,1.38038e+18,3.69588e-14
133.371,1.38038e+18,3.69356e-14
142.910,1.38038e+18,3.68600e-14
153.130,1.38038e+18,3.67341e-14
164.082,1.38038e+18,3.65599e-14
175.817,1.38038e+18,3.63397e-14
188.392,1.38038e+18,3.60757e-14
201.865,1.38038e+18,3.57703e-14
216.302,1.38038e+18,3.54264e-14
231.772,1.38038e+18,3.50466e-14
248.348,1.38038e+18,3.46334e-14
266.110,1.38038e+18,3.41898e-14
285.142,1.38038e+18,3.37182e-14
305.535,1.38038e+18,3.32215e-14
327.387,1.38038e+18,3.27024e-14
350.801,1.38038e+18,3.21636e-14
375.890,1.38038e+18,3.16074e-14
402.774,1.38038e+18,3.10367e-14
431.580,1.38038e+18,3.04536e-14
462.446,1.38038e+18,2.98608e-14
495.520,1.38038e+18,2.92602e-14
530.959,1.38038e+18,2.86542e-14
568.933,1.38038e+18,2.80446e-14
609.623,1.38038e+18,2.74337e-14
653.223,1.38038e+18,2.68227e-14
699.941,1.38038e+18,2.62139e-14
750.000,1.38038e+18,2.56088e-14
0.750000,1.44544e+18,1.08625e-22
0.803639,1.44544e+18,3.69434e-22
0.861115,1.44544e+18,1.15656e-21
0.922702,1.44544e+18,3.35089e-21
0.988693,1.44544e+18,9.03281e-21
1.05940,1.44544e+18,2.27772e-20
1.13517,1.44544e+18,5.40138e-20
1.21636,1.44544e+18,1.21106e-19
1.30335,1.44544e+18,2.58116e-19
1.39657,1.44544e+18,5.25735e-19
1.49645,1.44544e+18,1.02790e-18
1.60347,1.44544e+18,1.93325e-18
1.71815,1.44544e+18,3.50412e-18
1.84103,1.44544e+18,6.13212e-18
1.97270,1.44544e+18,1.03794e-17
2.11379,1.44544e+18,1.70236e-17
2.26496,1.44544e+18,2.71047e-17
2.42695,1.44544e+18,4.19704e-17
2.60053,1.44544e+18,6.33182e-17
2.78651,1.44544e+18,9.32387e-17
2.98580,1.44544e+18,1.34235e-16
3.19935,1.44544e+18,1.89186e-16
3.42816,1.44544e+18,2.61318e-16
3.67334,1.44544e+18,3.54181e-16
3.93606,1.44544e+18,4.71600e-16
4.21756,1.44544e+18,6.17616e-16
4.51920,1.44544e+18,7.96494e-16
4.84241,1.44544e+18,1.01269e-15
5.18873,1.44544e+18,1.27090e-15
5.55983,1.44544e+18,1.57618e-15
5.95746,1.44544e+18,1.93369e-15
6.38354,1.44544e+18,2.34774e-15
6.84008,1.44544e+18,2.82190e-15
7.32928,1.44544e+18,3.35905e-15
7.85346,1.44544e+18,3.96115e-15
8.41514,1.44544e+18,4.62914e-15
9.01698,1.44544e+18,5.36302e-15
9.66187,1.44544e+18,6.16158e-15
10.3529,1.44544e+18,7.02264e-15
11.0933,1.44544e+18,7.94298e-15
11.8867,1.44544e+18,8.91838e-15
12.7368,1.44544e+18,9.94393e-15
13.6478,1.44544e+18,1.10141e-14
14.6238,1.44544e+18,1.21227e-14
15.6697,1.44544e+18,1.32636e-14
16.7904,1.44544e+18,1.44303e-14
17.9912,1.44544e+18,1.56168e-14
19.2780,1.44544e+18,1.68173e-14
20.6567,1.44544e+18,1.80267e-14
22.1341,1.44544e+18,1.92406e-14
23.7171,1.44544e+18,2.04546e-14
25.4133,1.44544e+18,2.16621e-14
27.2309,1.44544e+18,2.28562e-14
29.1784,1.44544e+18,2.40300e-14
31.2652,1.44544e+18,2.51769e-14
33.5013,1.44544e+18,2.62907e-14
35.8973,1.44544e+18,2.73658e-14
38.4646,1.44544e+18,2.83971e-14
41.2156,1.44544e+18,2.93799e-14
44.1633,1.44544e+18,3.03106e-14
47.3218,1.44544e+18,3.11857e-14
50.7062,1.44544e+18,3.20023e-14
54.3327,1.44544e+18,3.27582e-14
58.2185,1.44544e+18,3.34514e-14
62.3823,1.44544e+18,3.40811e-14
66.8438,1.44544e+18,3.46465e-14
71.6244,1.44544e+18,3.51480e-14
76.7470,1.44544e+18,3.55864e-14
82.2359,1.44544e+18,3.59628e-14
88.1173,1.44544e+18,3.62793e-14
94.4194,1.44544e+18,3.65372e-14
101.172,1.44544e+18,3.67376e-14
108.408,1.44544e+18,3.68807e-14
116.161,1.44544e+18,3.69676e-14
124.469,1.44544e+18,3.69992e-14
133.371,1.44544e+18,3.69772e-14
142.910,1.44544e+18,3.69029e-14
153.130,1.44544e+18,3.67784e-14
164.082,1.44544e+18,3.66055e-14
175.817,1.44544e+18,3.63865e-14
188.392,1.44544e+18,3.61237e-14
201.865,1.44544e+18,3.58197e-14
216.302,1.44544e+18,3.54768e-14
231.772,1.44544e+18,3.50976e-14
248.348,1.44544e+18,3.46852e-14
266.110,1.44544e+18,3.42419e-14
285.142,1.44544e+18,3.37704e-14
305.535,1.44544e+18,3.32736e-14
327.387,1.44544e+18,3.27540e-14
350.801,1.44544e+18,3.22144e-14
375.890,1.44544e+18,3.16571e-14
402.774,1.44544e+18,3.10850e-14
431.580,1.44544e+18,3.05003e-14
462.446,1.44544e+18,2.99053e-14
495.520,1.44544e+18,2.93022e-14
530.959,1.44544e+18,2.86933e-14
568.933,1.44544e+18,2.80807e-14
609.623,1.44544e+18,2.74661e-14
653.223,1.44544e+18,2.68516e-14
699.941,1.44544e+18,2.62386e-14
750.000,1.44544e+18,2.56290e-14
0.750000,1.51356e+18,1.09946e-22
0.803639,1.51356e+18,3.73726e-22
0.861115,1.51356e+18,1.16940e-21
0.922702,1.51356e+18,3.38637e-21
0.988693,1.51356e+18,9.12400e-21
1.05940,1.51356e+18,2.29957e-20
1.13517,1.51356e+18,5.45056e-20
1.21636,1.51356e+18,1.22149e-19
1.30335,1.51356e+18,2.60211e-19
1.39657,1.51356e+18,5.29737e-19
1.49645,1.51356e+18,1.03519e-18
1.60347,1.51356e+18,1.94600e-18
1.71815,1.51356e+18,3.52549e-18
1.84103,1.51356e+18,6.16658e-18
1.97270,1.51356e+18,1.04331e-17
2.11379,1.51356e+18,1.71047e-17
2.26496,1.51356e+18,2.72239e-17
2.42695,1.51356e+18,4.21414e-17
2.60053,1.51356e+18,6.35604e-17
2.78651,1.51356e+18,9.35789e-17
2.98580,1.51356e+18,1.34712e-16
3.19935,1.51356e+18,1.89848e-16
3.42816,1.51356e+18,2.62235e-16
3.67334,1.51356e+18,3.55442e-16
3.93606,1.51356e+18,4.73308e-16
4.21756,1.51356e+18,6.19904e-16
4.51920,1.51356e+18,7.99508e-16
4.84241,1.51356e+18,1.01658e-15
5.18873,1.51356e+18,1.27583e-15
5.55983,1.51356e+18,1.58227e-15
5.95746,1.51356e+18,1.94104e-15
6.38354,1.51356e+18,2.35642e-15
6.84008,1.51356e+18,2.83196e-15
7.32928,1.51356e+18,3.37044e-15
7.85346,1.51356e+18,3.97377e-15
8.41514,1.51356e+18,4.64295e-15
9.01698,1.51356e+18,5.37787e-15
9.66187,1.51356e+18,6.17739e-15
10.3529,1.51356e+18,7.03924e-15
11.0933,1.51356e+18,7.96030e-15
11.8867,1.51356e+18,8.93646e-15
12.7368,1.51356e+18,9.96288e-15
13.6478,1.51356e+18,1.10338e-14
14.6238,1.51356e+18,1.21433e-14
15.6697,1.51356e+18,1.32852e-14
16.7904,1.51356e+18,1.44530e-14
17.9912,1.51356e+18,1.56407e-14
19.2780,1.51356e+18,1.68425e-14
20.6567,1.51356e+18,1.80532e-14
22.1341,1.51356e+18,1.92685e-14
23.7171,1.51356e+18,2.04839e-14
25.4133,1.51356e+18,2.16930e-14
27.2309,1.51356e+18,2.28886e-14
29.1784,1.51356e+18,2.40638e-14
31.2652,1.51356e+18,2.52121e-14
33.5013,1.51356e+18,2.63274e-14
35.8973,1.51356e+18,2.74037e-14
38.4646,1.51356e+18,2.84361e-14
41.2156,1.51356e+18,2.94197e-14
44.1633,1.51356e+18,3.03510e-14
47.3218,1.51356e+18,3.12265e-14
50.7062,1.51356e+18,3.20433e-14
54.3327,1.51356e+18,3.27988e-14
58.2185,1.51356e+18,3.34918e-14
62.3823,1.51356e+18,3.41208e-14
66.8438,1.51356e+18,3.46858e-14
71.6244,1.51356e+18,3.51868e-14
76.7470,1.51356e+18,3.56248e-14
82.2359,1.51356e+18,3.60010e-14
88.1173,1.51356e+18,3.63172e-14
94.4194,1.51356e+18,3.65754e-14
101.172,1.51356e+18,3.67761e-14
108.408,1.51356e+18,3.69200e-14
116.161,1.51356e+18,3.70078e-14
124.469,1.51356e+18,3.70404e-14
133.371,1.51356e+18,3.70194e-14
142.910,1.51356e+18,3.69463e-14
153.130,1.51356e+18,3.68231e-14
164.082,1.51356e+18,3.66515e-14
175.817,1.51356e+18,3.64338e-14
188.392,1.51356e+18,3.61720e-14
201.865,1.51356e+18,3.58691e-14
216.302,1.51356e+18,3.55271e-14
231.772,1.51356e+18,3.51490e-14
248.348,1.51356e+18,3.47370e-14
266.110,1.51356e+18,3.42939e-14
285.142,1.51356e+18,3.38226e-14
305.535,1.51356e+18,3.33258e-14
327.387,1.51356e+18,3.28056e-14
350.801,1.51356e+18,3.22653e-14
375.890,1.51356e+18,3.17071e-14
402.774,1.51356e+18,3.11335e-14
431.580,1.51356e+18,3.05470e-14
462.446,1.51356e+18,2.99501e-14
495.520,1.51356e+18,2.93447e-14
530.959,1.51356e+18,2.87333e-14
568.933,1.51356e+18,2.81175e-14
609.623,1.51356e+18,2.74996e-14
653.223,1.51356e+18,2.68813e-14
699.941,1.51356e+18,2.62644e-14
750.000,1.51356e+18,2.56503e-14
0.750000,1.58490e+18,1.11298e-22
0.803639,1.58490e+18,3.78124e-22
0.861115,1.58490e+18,1.18254e-21
0.922702,1.58490e+18,3.42268e-21
0.988693,1.58490e+18,9.21719e-21
1.05940,1.58490e+18,2.32193e-20
1.13517,1.58490e+18,5.50079e-20
1.21636,1.58490e+18,1.23214e-19
1.30335,1.58490e+18,2.62348e-19
1.39657,1.58490e+18,5.33821e-19
1.49645,1.58490e+18,1.04265e-18
1.60347,1.58490e+18,1.95899e-18
1.71815,1.58490e+18,3.54724e-18
1.84103,1.58490e+18,6.20163e-18
1.97270,1.58490e+18,1.04876e-17
2.11379,1.58490e+18,1.71869e-17
2.26496,1.58490e+18,2.73445e-17
2.42695,1.58490e+18,4.23149e-17
2.60053,1.58490e+18,6.38063e-17
2.78651,1.58490e+18,9.39237e-17
2.98580,1.58490e+18,1.35194e-16
3.19935,1.58490e+18,1.90522e-16
3.42816,1.58490e+18,2.63168e-16
3.67334,1.58490e+18,3.56726e-16
3.93606,1.58490e+18,4.75052e-16
4.21756,1.58490e+18,6.22242e-16
4.51920,1.58490e+18,8.02591e-16
4.84241,1.58490e+18,1.02056e-15
5.18873,1.58490e+18,1.28087e-15
5.55983,1.58490e+18,1.58852e-15
5.95746,1.58490e+18,1.94859e-15
6.38354,1.58490e+18,2.36532e-15
6.84008,1.58490e+18,2.84222e-15
7.32928,1.58490e+18,3.38205e-15
7.85346,1.58490e+18,3.98670e-15
8.41514,1.58490e+18,4.65706e-15
9.01698,1.58490e+18,5.39303e-15
9.66187,1.58490e+18,6.19344e-15
10.3529,1.58490e+18,7.05615e-15
11.0933,1.58490e+18,7.97796e-15
11.8867,1.58490e+18,8.95486e-15
12.7368,1.58490e+18,9.98205e-15
13.6478,1.58490e+18,1.10538e-14
14.6238,1.58490e+18,1.21642e-14
15.6697,1.58490e+18,1.33071e-14
16.7904,1.58490e+18,1.44760e-14
17.9912,1.58490e+18,1.56648e-14
19.2780,1.58490e+18,1.68680e-14
20.6567,1.58490e+18,1.80802e-14
22.1341,1.58490e+18,1.92969e-14
23.7171,1.58490e+18,2.05138e-14
25.4133,1.58490e+18,2.17245e-14
27.2309,1.58490e+18,2.29217e-14
29.1784,1.58490e+18,2.40986e-14
31.2652,1.58490e+18,2.52483e-14
33.5013,1.58490e+18,2.63650e-14
35.8973,1.58490e+18,2.74425e-14
38.4646,1.58490e+18,2.84760e-14
41.2156,1.58490e+18,2.94606e-14
44.1633,1.58490e+18,3.03926e-14
47.3218,1.58490e+18,3.12685e-14
50.7062,1.58490e+18,3.20852e-14
54.3327,1.58490e+18,3.28406e-14
58.2185,1.58490e+18,3.35330e-14
62.3823,1.58490e+18,3.41617e-14
66.8438,1.58490e+18,3.47261e-14
71.6244,1.58490e+18,3.52267e-14
76.7470,1.58490e+18,3.56642e-14
82.2359,1.58490e+18,3.60400e-14
88.1173,1.58490e+18,3.63561e-14
94.4194,1.58490e+18,3.66144e-14
101.172,1.58490e+18,3.68155e-14
108.408,1.58490e+18,3.69599e-14
116.161,1.58490e+18,3.70484e-14
124.469,1.58490e+18,3.70820e-14
133.371,1.58490e+18,3.70622e-14
142.910,1.58490e+18,3.69903e-14
153.130,1.58490e+18,3.68681e-14
164.082,1.58490e+18,3.66979e-14
175.817,1.58490e+18,3.64812e-14
188.392,1.58490e+18,3.62207e-14
201.865,1.58490e+18,3.59188e-14
216.302,1.58490e+18,3.55778e-14
231.772,1.58490e+18,3.52003e-14
248.348,1.58490e+18,3.47888e-14
266.110,1.58490e+18,3.43463e-14
285.142,1.58490e+18,3.38750e-14
305.535,1.58490e+18,3.33779e-14
327.387,1.58490e+18,3.28576e-14
350.801,1.58490e+18,3.23164e-14
375.890,1.58490e+18,3.17570e-14
402.774,1.58490e+18,3.11823e-14
431.580,1.58490e+18,3.05943e-14
462.446,1.58490e+18,2.99953e-14
495.520,1.58490e+18,2.93876e-14
530.959,1.58490e+18,2.87736e-14
568.933,1.58490e+18,2.81549e-14
609.623,1.58490e+18,2.75337e-14
653.223,1.58490e+18,2.69121e-14
699.941,1.58490e+18,2.62912e-14
750.000,1.58490e+18,2.56731e-14
0.750000,1.65958e+18,1.12681e-22
0.803639,1.65958e+18,3.82619e-22
0.861115,1.65958e+18,1.19599e-21
0.922702,1.65958e+18,3.45980e-21
0.988693,1.65958e+18,9.31251e-21
1.05940,1.65958e+18,2.34474e-20
1.13517,1.65958e+18,5.55211e-20
1.21636,1.65958e+18,1.24302e-19
1.30335,1.65958e+18,2.64529e-19
1.39657,1.65958e+18,5.37983e-19
1.49645,1.65958e+18,1.05022e-18
1.60347,1.65958e+18,1.97220e-18
1.71815,1.65958e+18,3.56935e-18
1.84103,1.65958e+18,6.23722e-18
1.97270,1.65958e+18,1.05429e-17
2.11379,1.65958e+18,1.72702e-17
2.26496,1.65958e+18,2.74667e-17
2.42695,1.65958e+18,4.24905e-17
2.60053,1.65958e+18,6.40543e-17
2.78651,1.65958e+18,9.42722e-17
2.98580,1.65958e+18,1.35682e-16
3.19935,1.65958e+18,1.91203e-16
3.42816,1.65958e+18,2.64116e-16
3.67334,1.65958e+18,3.58029e-16
3.93606,1.65958e+18,4.76831e-16
4.21756,1.65958e+18,6.24630e-16
4.51920,1.65958e+18,8.05736e-16
4.84241,1.65958e+18,1.02464e-15
5.18873,1.65958e+18,1.28605e-15
5.55983,1.65958e+18,1.59493e-15
5.95746,1.65958e+18,1.95634e-15
6.38354,1.65958e+18,2.37445e-15
6.84008,1.65958e+18,2.85278e-15
7.32928,1.65958e+18,3.39400e-15
7.85346,1.65958e+18,3.99994e-15
8.41514,1.65958e+18,4.67150e-15
9.01698,1.65958e+18,5.40855e-15
9.66187,1.65958e+18,6.20988e-15
10.3529,1.65958e+18,7.07334e-15
11.0933,1.65958e+18,7.99585e-15
11.8867,1.65958e+18,8.97353e-15
12.7368,1.65958e+18,1.00015e-14
13.6478,1.65958e+18,1.10741e-14
14.6238,1.65958e+18,1.21854e-14
15.6697,1.65958e+18,1.33292e-14
16.7904,1.65958e+18,1.44992e-14
17.9912,1.65958e+18,1.56893e-14
19.2780,1.65958e+18,1.68938e-14
20.6567,1.65958e+18,1.81074e-14
22.1341,1.65958e+18,1.93255e-14
23.7171,1.65958e+18,2.05441e-14
25.4133,1.65958e+18,2.17564e-14
27.2309,1.65958e+18,2.29552e-14
29.1784,1.65958e+18,2.41336e-14
31.2652,1.65958e+18,2.52849e-14
33.5013,1.65958e+18,2.64030e-14
35.8973,1.65958e+18,2.74820e-14
38.4646,1.65958e+18,2.85167e-14
41.2156,1.65958e+18,2.95022e-14
44.1633,1.65958e+18,3.04349e-14
47.3218,1.65958e+18,3.13110e-14
50.7062,1.65958e+18,3.21279e-14
54.3327,1.65958e+18,3.28832e-14
58.2185,1.65958e+18,3.35755e-14
62.3823,1.65958e+18,3.42036e-14
66.8438,1.65958e+18,3.47676e-14
71.6244,1.65958e+18,3.52674e-14
76.7470,1.65958e+18,3.57043e-14
82.2359,1.65958e+18,3.60799e-14
88.1173,1.65958e+18,3.63959e-14
94.4194,1.65958e+18,3.66543e-14
101.172,1.65958e+18,3.68558e-14
108.408,1.65958e+18,3.70008e-14
116.161,1.65958e+18,3.70900e-14
124.469,1.65958e+18,3.71243e-14
133.371,1.65958e+18,3.71055e-14
142.910,1.65958e+18,3.70347e-14
153.130,1.65958e+18,3.69137e-14
164.082,1.65958e+18,3.67445e-14
175.817,1.65958e+18,3.65291e-14
188.392,1.65958e+18,3.62697e-14
201.865,1.65958e+18,3.59687e-14
216.302,1.65958e+18,3.56284e-14
231.772,1.65958e+18,3.52516e-14
248.348,1.65958e+18,3.48409e-14
266.110,1.65958e+18,3.43985e-14
285.142,1.65958e+18,3.39273e-14
305.535,1.65958e+18,3.34301e-14
327.387,1.65958e+18,3.29093e-14
350.801,1.65958e+18,3.23675e-14
375.890,1.65958e+18,3.18074e-14
402.774,1.65958e+18,3.12311e-14
431.580,1.65958e+18,3.06415e-14
462.446,1.65958e+18,3.00407e-14
495.520,1.65958e+18,2.94310e-14
530.959,1.65958e+18,2.88142e-14
568.933,1.65958e+18,2.81928e-14
609.623,1.65958e+18,2.75687e-14
653.223,1.65958e+18,2.69435e-14
699.941,1.65958e+18,2.63192e-14
750.000,1.65958e+18,2.56970e-14
0.750000,1.73780e+18,1.14100e-22
0.803639,1.73780e+18,3.87225e-22
0.861115,1.73780e+18,1.20974e-21
0.922702,1.73780e+18,3.49782e-21
0.988693,1.73780e+18,9.40996e-21
1.05940,1.73780e+18,2.36809e-20
1.13517,1.73780e+18,5.60454e-20
1.21636,1.73780e+18,1.25412e-19
1.30335,1.73780e+18,2.66756e-19
1.39657,1.73780e+18,5.42230e-19
1.49645,1.73780e+18,1.05795e-18
1.60347,1.73780e+18,1.98567e-18
1.71815,1.73780e+18,3.59186e-18
1.84103,1.73780e+18,6.27342e-18
1.97270,1.73780e+18,1.05991e-17
2.11379,1.73780e+18,1.73548e-17
2.26496,1.73780e+18,2.75909e-17
2.42695,1.73780e+18,4.26684e-17
2.60053,1.73780e+18,6.43060e-17
2.78651,1.73780e+18,9.46257e-17
2.98580,1.73780e+18,1.36177e-16
3.19935,1.73780e+18,1.91894e-16
3.42816,1.73780e+18,2.65079e-16
3.67334,1.73780e+18,3.59355e-16
3.93606,1.73780e+18,4.78641e-16
4.21756,1.73780e+18,6.27062e-16
4.51920,1.73780e+18,8.08957e-16
4.84241,1.73780e+18,1.02882e-15
5.18873,1.73780e+18,1.29134e-15
5.55983,1.73780e+18,1.60148e-15
5.95746,1.73780e+18,1.96425e-15
6.38354,1.73780e+18,2.38381e-15
6.84008,1.73780e+18,2.86357e-15
7.32928,1.73780e+18,3.40620e-15
7.85346,1.73780e+18,4.01347e-15
8.41514,1.73780e+18,4.68626e-15
9.01698,1.73780e+18,5.42435e-15
9.66187,1.73780e+18,6.22663e-15
10.3529,1.73780e+18,7.09090e-15
11.0933,1.73780e+18,8.01420e-15
11.8867,1.73780e+18,8.99261e-15
12.7368,1.73780e+18,1.00212e-14
13.6478,1.73780e+18,1.10947e-14
14.6238,1.73780e+18,1.22070e-14
15.6697,1.73780e+18,1.33517e-14
16.7904,1.73780e+18,1.45228e-14
17.9912,1.73780e+18,1.57141e-14
19.2780,1.73780e+18,1.69199e-14
20.6567,1.73780e+18,1.81349e-14
22.1341,1.73780e+18,1.93546e-14
23.7171,1.73780e+18,2.05748e-14
25.4133,1.73780e+18,2.17887e-14
27.2309,1.73780e+18,2.29892e-14
29.1784,1.73780e+18,2.41692e-14
31.2652,1.73780e+18,2.53224e-14
33.5013,1.73780e+18,2.64420e-14
35.8973,1.73780e+18,2.75224e-14
38.4646,1.73780e+18,2.85583e-14
41.2156,1.73780e+18,2.95449e-14
44.1633,1.73780e+18,3.04782e-14
47.3218,1.73780e+18,3.13549e-14
50.7062,1.73780e+18,3.21720e-14
54.3327,1.73780e+18,3.29272e-14
58.2185,1.73780e+18,3.36190e-14
62.3823,1.73780e+18,3.42468e-14
66.8438,1.73780e+18,3.48100e-14
71.6244,1.73780e+18,3.53097e-14
76.7470,1.73780e+18,3.57459e-14
82.2359,1.73780e+18,3.61209e-14
88.1173,1.73780e+18,3.64368e-14
94.4194,1.73780e+18,3.66952e-14
101.172,1.73780e+18,3.68969e-14
108.408,1.73780e+18,3.70423e-14
116.161,1.73780e+18,3.71323e-14
124.469,1.73780e+18,3.71674e-14
133.371,1.73780e+18,3.71495e-14
142.910,1.73780e+18,3.70796e-14
153.130,1.73780e+18,3.69597e-14
164.082,1.73780e+18,3.67915e-14
175.817,1.73780e+18,3.65772e-14
188.392,1.73780e+18,3.63188e-14
201.865,1.73780e+18,3.60186e-14
216.302,1.73780e+18,3.56793e-14
231.772,1.73780e+18,3.53032e-14
248.348,1.73780e+18,3.48928e-14
266.110,1.73780e+18,3.44509e-14
285.142,1.73780e+18,3.39799e-14
305.535,1.73780e+18,3.34824e-14
327.387,1.73780e+18,3.29612e-14
350.801,1.73780e+18,3.24189e-14
375.890,1.73780e+18,3.18576e-14
402.774,1.73780e+18,3.12803e-14
431.580,1.73780e+18,3.06891e-14
462.446,1.73780e+18,3.00865e-14
495.520,1.73780e+18,2.94746e-14
530.959,1.73780e+18,2.88556e-14
568.933,1.73780e+18,2.82314e-14
609.623,1.73780e+18,2.76043e-14
653.223,1.73780e+18,2.69759e-14
699.941,1.73780e+18,2.63478e-14
750.000,1.73780e+18,2.57218e-14
0.750000,1.81970e+18,1.15552e-22
0.803639,1.81970e+18,3.91942e-22
0.861115,1.81970e+18,1.22383e-21
0.922702,1.81970e+18,3.53669e-21
0.988693,1.81970e+18,9.50981e-21
1.05940,1.81970e+18,2.39198e-20
1.13517,1.81970e+18,5.65820e-20
1.21636,1.81970e+18,1.26547e-19
1.30335,1.81970e+18,2.69032e-19
1.39657,1.81970e+18,5.46564e-19
1.49645,1.81970e+18,1.06583e-18
1.60347,1.81970e+18,1.99939e-18
1.71815,1.81970e+18,3.61479e-18
1.84103,1.81970e+18,6.31024e-18
1.97270,1.81970e+18,1.06563e-17
2.11379,1.81970e+18,1.74408e-17
2.26496,1.81970e+18,2.77167e-17
2.42695,1.81970e+18,4.28491e-17
2.60053,1.81970e+18,6.45616e-17
2.78651,1.81970e+18,9.49841e-17
2.98580,1.81970e+18,1.36680e-16
3.19935,1.81970e+18,1.92598e-16
3.42816,1.81970e+18,2.66057e-16
3.67334,1.81970e+18,3.60706e-16
3.93606,1.81970e+18,4.80485e-16
4.21756,1.81970e+18,6.29546e-16
4.51920,1.81970e+18,8.12241e-16
4.84241,1.81970e+18,1.03307e-15
5.18873,1.81970e+18,1.29674e-15
5.55983,1.81970e+18,1.60818e-15
5.95746,1.81970e+18,1.97234e-15
6.38354,1.81970e+18,2.39336e-15
6.84008,1.81970e+18,2.87461e-15
7.32928,1.81970e+18,3.41866e-15
7.85346,1.81970e+18,4.02730e-15
